subject,stimulus_id,prog_item,room_size,absorption,rt_ratio,loop_gain_dB,filter,routing,is_familiarisation,is_repeated,is_src_to_rec,rating,colouration,flutter_echo,asymmetry,curvature,hf_damping,is_box_behnken,zscore
1,219,1,1,1,1,-1,High Shelf,Single LS (left),0,0,0,100,0.8277501332791308,0.07793616517150179,0.7423919209061325,0.8104184239546927,0.5800812326532981,0,1.836139090848659
1,135,1,3,1,3,-4,High Shelf,All LS,0,0,0,82,0.30974967525103986,-0.11547294823335114,0.13393536042459525,0.7314010724615637,0.6048284758031848,0,1.2239127665257012
1,124,1,1,1,-999,-999,-999,-999,0,0,1,33,0.2019537289701646,0.4841124379167493,0.35643479895028063,0.15513039171478682,0.5021581233494952,0,-0.4427033385756839
1,234,1,3,2,1,-8,LPF,All LS,0,0,0,58,0.23396633833822886,0.5322087190678321,0.4757986770327153,0.17652176111967055,0.44569519791184664,1,0.4076110007617575
1,151,1,3,2,3,-4,Normal,Right Wall,0,0,0,13,0.22798121339726451,0.49835391735124535,0.47704919712691285,0.3413895355861646,0.38257953232759995,1,-1.122954810045637
1,26,1,2,1,0,-1,Normal,All LS,0,0,0,39,0.36325166956625127,0.4190770093397703,0.28765592152247166,0.36002651215879133,0.4895824904337736,1,-0.23862789713469795
1,236,1,3,1,1,-8,High Shelf,Single LS (left),0,0,0,10,0.20162263227381397,0.23804974763545428,0.09813705178881117,0.2758516283263889,0.4202364087829676,0,-1.22499253076613
1,71,2,3,3,1,-1,LPF,All LS,0,0,0,39,0.1987201719808168,0.45812618628925056,0.28543614584899707,0.2121379442822443,0.09375894056636326,0,-0.23862789713469795
1,113,2,2,2,1,-4,High Shelf,All LS,0,0,0,39,0.25821072312194193,0.7022207430419863,0.309592658377175,0.3858935496820649,0.6858867337463432,0,-0.23862789713469795
1,126,2,2,2,3,-4,LPF,Right Wall,0,0,0,30,0.24519651946805704,0.7634306466375124,0.8754923036705697,0.49746808790601427,0.563682742262469,1,-0.5447410592961769
1,159,2,1,2,1,-8,LPF,All LS,0,0,0,46,0.2164427876809078,0.7709405342637741,0.5822433166411336,0.24503272424010758,0.6788298983933375,1,-0.0005398821202143674
1,59,2,3,3,3,-4,LPF,All LS,0,0,0,9,0.1965912369166445,0.42269183544989286,0.30958167827255184,0.2841298298296263,0.35386310559859835,0,-1.2590051043396278
1,131,2,1,1,1,-1,High Shelf,Single LS (left),0,0,0,92,0.8277501332791308,0.07793616517150179,0.7423919209061325,0.8104184239546927,0.5800812326532981,0,1.5640385022606778
1,31,2,1,1,0,-1,Normal,Single LS (left),0,0,0,19,0.32798589084317176,0.4262078119178771,0.5172289887902684,0.09528127409710474,0.4568782044818597,0,-0.9188793686046511
1,176,1,3,2,-999,-999,-999,-999,0,0,1,20,0.2331633473003385,0.5291637745404663,0.5655848073358132,0.17113158473967605,0.41429096696906154,0,-0.8848667950311534
1,177,1,2,3,0,-4,High Shelf,All LS,0,1,0,52,0.21141429023008854,0.6489421126095501,0.3984863608726144,0.48471077177536126,0.4099527054734381,0,0.20353555932077158
